corpus_type,cause_topic,relation_type,effect_topic,frames,unique_documents,unique_sources,mean_frame_quality,mean_analysis_weight
policy,6,reduces_or_prevents,5,2,2,2,0.7185027472527472,0.0015517037260203757
policy,6,reduces_or_prevents,6,20,14,14,0.6801849476525927,0.013771493760465613
policy,6,reduces_or_prevents,7,3,3,3,0.6509340659340659,0.0018201824350532316
policy,6,reduces_or_prevents,8,1,1,1,0.8873202614379085,0.004774575108722278
policy,6,requires_or_depends_on,0,7,7,7,0.707564595453566,0.031728609564817205
policy,6,requires_or_depends_on,1,3,1,1,0.6729432773109244,0.004780955563821656
policy,6,requires_or_depends_on,2,1,1,1,0.7667857142857142,0.001230648258696217
policy,6,requires_or_depends_on,3,2,2,2,0.6094702380952381,0.0013927867383059346
policy,6,requires_or_depends_on,4,2,2,2,0.8802950549450549,0.0033263687039599386
policy,6,requires_or_depends_on,5,6,5,5,0.6857124352771411,0.0037487410784973426
policy,6,requires_or_depends_on,6,29,8,8,0.6435794682779891,0.002736805580963592
policy,6,requires_or_depends_on,7,7,6,6,0.6367593507682793,0.003909687561707723
policy,6,requires_or_depends_on,8,1,1,1,0.6835064935064935,0.0009244038280709793
policy,6,risks_or_threatens,1,4,3,3,0.7052199792960662,0.0018352151224699054
policy,6,risks_or_threatens,3,1,1,1,0.9117647058823529,0.0022878477679229435
policy,6,risks_or_threatens,4,1,1,1,0.95,0.0014719121633013459
policy,6,risks_or_threatens,6,13,10,10,0.6894808716924101,0.005194564265243838
policy,6,risks_or_threatens,7,1,1,1,0.6853781512605042,0.018079371150256613
policy,6,risks_or_threatens,8,1,1,1,0.7257142857142856,0.0008590821725823781
policy,7,causes_or_increases,0,13,7,7,0.7127696681021161,0.0034601469096106406
policy,7,causes_or_increases,1,3,3,3,0.7325564892623716,0.010481580622681166
policy,7,causes_or_increases,2,1,1,1,0.7949999999999999,0.0017365594290186179
policy,7,causes_or_increases,3,8,7,7,0.7925161828224543,0.002542210354335391
policy,7,causes_or_increases,4,10,8,8,0.7797667917595567,0.004719562529836344
policy,7,causes_or_increases,5,10,7,7,0.6858167578036,0.004731233506959402
policy,7,causes_or_increases,6,16,10,10,0.7524258917025828,0.008977842531227555
policy,7,causes_or_increases,7,33,15,15,0.6759776910669033,0.002660265837986734
policy,7,causes_or_increases,8,12,8,8,0.6934699694942533,0.0019881470339223406
policy,7,enables_or_supports,0,26,15,15,0.7084154266922446,0.009616662036484869
policy,7,enables_or_supports,1,5,4,4,0.7289795517525952,0.005312043859266327
policy,7,enables_or_supports,2,10,9,9,0.6795957722421657,0.005643939511747332
policy,7,enables_or_supports,3,15,9,9,0.68899409525819,0.003731248135695879
policy,7,enables_or_supports,4,17,13,13,0.6762174222440457,0.007840752229434743
policy,7,enables_or_supports,5,36,14,14,0.7029878028971576,0.008375486731682237
policy,7,enables_or_supports,6,27,13,13,0.7065231823127247,0.0044564078095732955
policy,7,enables_or_supports,7,75,23,23,0.62572718245408,0.004144060542359546
policy,7,enables_or_supports,8,23,13,13,0.6820157732296743,0.003933554755127951
policy,7,expected_to_improve,0,10,6,6,0.6084457738095238,0.010383088384712776
policy,7,expected_to_improve,1,2,2,2,0.7535562713148919,0.007235824218997331
policy,7,expected_to_improve,2,2,2,2,0.7071948051948052,0.0036903820827747197
policy,7,expected_to_improve,3,3,2,2,0.6457594612794612,0.0014649331804755248
policy,7,expected_to_improve,4,4,4,4,0.5986889470443348,0.0017855656987014238
policy,7,expected_to_improve,5,5,4,4,0.7052655040356063,0.049885179168385314
policy,7,expected_to_improve,6,6,5,5,0.6973522702991453,0.003995015356041159
policy,7,expected_to_improve,7,9,7,7,0.6933209469875137,0.008056477489828993
policy,7,expected_to_improve,8,7,5,5,0.6894941237334093,0.0036607093877145144
policy,7,reduces_or_prevents,0,1,1,1,0.7999999999999999,0.003618456350083948
policy,7,reduces_or_prevents,1,1,1,1,0.643956043956044,0.00688896355857323
policy,7,reduces_or_prevents,4,4,3,3,0.6311923076923077,0.0031340701616998532
policy,7,reduces_or_prevents,5,1,1,1,0.7655555555555555,0.000539861242975726
policy,7,reduces_or_prevents,6,5,5,5,0.7080490783410138,0.04280149107490823
policy,7,reduces_or_prevents,7,7,6,6,0.7224532634377354,0.0029325306753856624
policy,7,reduces_or_prevents,8,3,3,3,0.7859999999999999,0.003284438913015121
